id,name,country,city,rank_world,intake_seasons,ielts_min,pte_min,toefl_min,gpa_requirement,tuition_fees,tuition_min_usd,tuition_max_usd,application_fee,documents_required,deadlines,official_website,admissions_page,notes,status
,Yugra State University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ugrasu.ru,https://ugrasu.ru,,approx
,Udmurt State University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uni.udm.ru,https://uni.udm.ru,,approx
,Ural State Academy of Railway Transport,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://usart.ru,https://usart.ru,,approx
,Ulyanovsk Higher School of Civil Aviation,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uvauga.ru,https://uvauga.ru,,approx
,Volgograd State University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://volsu.ru,https://volsu.ru,,approx
,Volgograd State Pedagogical University,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://vspu.ru,https://vspu.ru,,approx
,Moscow University for Industry and Finance “Synergy”,Russia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://synergy.ru,https://synergy.ru,,approx
,School of Finance and Banking,Rwanda,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sfb.ac.rw,https://sfb.ac.rw,,approx
,Spartan University of Health Sciences,Saint Lucia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://spartanmed.org,https://spartanmed.org,,approx
,Al-Yamamah College,Saudi Arabia,Riyadh,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://alyamamah.edu.sa,https://alyamamah.edu.sa,,approx
,Dar Al-Uloom Colleges,Saudi Arabia,Riyadh,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://dau.edu.sa,https://dau.edu.sa,,approx
,Islamic University of Medinah,Saudi Arabia,Medinah,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://iu.edu.sa,https://iu.edu.sa,,approx
,King Fahd Security College,Saudi Arabia,Riyadh,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kfsc.edu.sa,https://kfsc.edu.sa,,approx
,Majmaah University,Saudi Arabia,Al Majma'ah,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://mu.edu.sa,https://mu.edu.sa,,approx
,Taibah University,Saudi Arabia,Medina,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://taibahu.edu.sa,https://taibahu.edu.sa,,approx
,Yanbu Industrial College,Saudi Arabia,Yanbu,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://yic.edu.sa,https://yic.edu.sa,,approx
,Université Euro-Afrique,Senegal,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uea.edu.sn,https://uea.edu.sn,,approx
,International University of Novi Pazar,Serbia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uninp.edu.rs,https://uninp.edu.rs,,approx
,Aventis School of Management,Singapore,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://aventis.edu.sg,https://aventis.edu.sg,,approx
,Singapore University of Social Sciences,Singapore,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://suss.edu.sg,https://suss.edu.sg,,approx
,Catholic University in Ruzomberok,Slovakia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ku.sk,https://ku.sk,,approx
,Technical University in Zvolen,Slovakia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://tuzvo.sk,https://tuzvo.sk,,approx
,University of Zilinska,Slovakia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uniza.sk,https://uniza.sk,,approx
,East Africa University Bosaso,Somalia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://eastafricauniversity.net,https://eastafricauniversity.net,,approx
,Nugaal University,Somalia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nugaaluniversity.com,https://nugaaluniversity.com,,approx
,Nelson Mandela University,South Africa,Eastern Cape Province,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://mandela.ac.za,https://mandela.ac.za,,approx
,University of Limpopo,South Africa,Limpopo Province,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ul.ac.za,https://ul.ac.za,,approx
,Vaal University of Technology,South Africa,Gauteng Province,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://vut.ac.za,https://vut.ac.za,,approx
,American International School of Cape Town,South Africa,Western Cape Province,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://aisct.org,https://aisct.org,,approx
,Escuela Superior de Gestion Comercial y Marketing (ESIC),Spain,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://esic.es,https://esic.es,,approx
,Universitat Autónoma de Barcelona,Spain,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uab.es,https://uab.es,,approx
,Universidad Carlos III de Madrid,Spain,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uc3m.es,https://uc3m.es,,approx
,Universidad Católica de Valencia,Spain,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ucv.es,https://ucv.es,,approx
,Universidad Internacional de Andalucía,Spain,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uia.es,https://uia.es,,approx
,Universidad de Málaga,Spain,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uma.es,https://uma.es,,approx
,Universidad Loyola Andalucía,Spain,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uloyola.es,https://uloyola.es,,approx
,Universidad de Zaragoza,Spain,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unizar.es,https://unizar.es,,approx
,Universidad Pablo de Olavide,Spain,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://upo.es,https://upo.es,,approx
,Universidad de Sevilla,Spain,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://us.es,https://us.es,,approx
,Buddhist and Pali University of Sri Lanka,Sri Lanka,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://bpu.ac.lk,https://bpu.ac.lk,,approx
,University of Peradeniya,Sri Lanka,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://pdn.ac.lk,https://pdn.ac.lk,,approx
,Sri Lanka Institute of Advanced Technical Education,Sri Lanka,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sliate.net,https://sliate.net,,approx
,ESOFT Uni,Sri Lanka,Western Province,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://esoft.academy,https://esoft.academy,,approx
,University of El Imam El Mahdi University,Sudan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://elmahdi.edu.sd,https://elmahdi.edu.sd,,approx
,University of Kordofan,Sudan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://kordofan.edu.sd,https://kordofan.edu.sd,,approx
,National Ribat University,Sudan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ribat.edu.sd,https://ribat.edu.sd,,approx
,University of Gezira,Sudan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uofg.edu.sd,https://uofg.edu.sd,,approx
,Dalarna University College,Sweden,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://du.se,https://du.se,,approx
,Kalmar University College,Sweden,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://hik.se,https://hik.se,,approx
,Nordic School of Public Health,Sweden,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nhv.se,https://nhv.se,,approx
,Växjö University,Sweden,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://vxu.se,https://vxu.se,,approx
,Lausanne Hotel School (EHL),Switzerland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ehl.ch,https://ehl.ch,,approx
,Glion Institute of Higher Education,Switzerland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://glion.edu,https://glion.edu,,approx
,Les Roches Gruyère University of Applied Sciences,Switzerland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://lrguas.ch,https://lrguas.ch,,approx
,Webster University Geneva,Switzerland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://webster.ch,https://webster.ch,,approx
,Universität Zürich,Switzerland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uzh.ch,https://uzh.ch,,approx
,FHNW - Fachhochschule Nordwestschweiz,Switzerland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://fhnw.ch,https://fhnw.ch,,approx
,Hochschule Luzern,Switzerland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://hslu.ch,https://hslu.ch,,approx
,PHGR - University of Teacher Education Graubünden,Switzerland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ph-gr.ch,https://ph-gr.ch,,approx
,CHUV - University Hospital Lausanne,Switzerland,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://chuv.ch,https://chuv.ch,,approx
,Damascus University,Syrian Arab Republic,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://damascusuniversity.edu.sy,https://damascusuniversity.edu.sy,,approx
,University of Kalamoon,Syrian Arab Republic,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uok.edu.sy,https://uok.edu.sy,,approx
,Chung Hua University,"Taiwan, Province of China",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://chu.edu.tw,https://chu.edu.tw,,approx
,Da-Yeh University,"Taiwan, Province of China",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://dyu.edu.tw,https://dyu.edu.tw,,approx
,Kung Shan Institute of Technology,"Taiwan, Province of China",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ksit.edu.tw,https://ksit.edu.tw,,approx
,National Chi Nan University,"Taiwan, Province of China",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ncnu.edu.tw,https://ncnu.edu.tw,,approx
,National Hualien Teachers College,"Taiwan, Province of China",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nhltc.edu.tw,https://nhltc.edu.tw,,approx
,National Pingtung University of Science and Technology,"Taiwan, Province of China",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://npust.edu.tw,https://npust.edu.tw,,approx
,National Taiwan Normal University,"Taiwan, Province of China",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ntnu.edu.tw,https://ntnu.edu.tw,,approx
,National University of Kaohsiung,"Taiwan, Province of China",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nuk.edu.tw,https://nuk.edu.tw,,approx
,St. John's & St. Mary's Institute of Technology,"Taiwan, Province of China",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sjsmit.edu.tw,https://sjsmit.edu.tw,,approx
